Company Name,Ticker,Market Cap (mil),Exchange,Month of Fiscal Yr End,Sector,Industry,Last Close,Last Reported Fiscal Yr  (yyyymm),Last Yr`s EPS (F0) Before NRI,F1 Consensus Est.,F2 Consensus Est.,EBITDA ($mil),EBIT ($mil),Net Income  ($mil),Cash Flow ($mil),Pretax Income ($mil),Receivables ($mil),Inventory ($mil),Book Value,Common Equity ($mil),Preferred Equity ($mil),Long Term Debt ($mil),Current Liabilities ($mil),Current Assets  ($mil),Intangibles ($mil),Debt/Total Capital,Debt/Equity Ratio,Current Ratio,Quick Ratio,Cash Ratio,Annual Sales ($mil),Beta
"Affiliated Managers Group","AMG","4259.6","NYSE","12","Finance","Financial - Investment Management","123.08","202212","20.14","17.57","20.05","1928.19995","1860.80004","1145.90002","869.5","1746.40002","316","0","121","4175.60009","0","0","3313.60009","745.20001","4524.70019","10.28699","0",".41",".22",".12952","2329.6","1.32"
"Amgen","AMGN","145578.7","NSDQ","12","Medical","Medical - Biomedical and Genetics","269.71","202212","17.69","18.3","19.98","12169","8752","6552","12987","7346","5563","4930","12.69","3661","0","37354","15687","22186","31609","89.75","8.75637","2.77","1.1",".74539","26323",".59"
"American Homes 4 Rent","AMH","11837.44","NYSE","12","Finance","REIT and Equity Trust - Residential","32.1","202212","1.54","1.65","1.76","883.09997","444.89599","273.138","711.34197","310.02499","47.75199","0","20.86","7174.56591",".092","4515.99804","484.40301","265.712","120.27899","36.70299",".57986",".69",".55",".44995","1490.53",".69"
"Amkor Technology","AMKR","5210.17","NSDQ","12","Computer and Technology","Electronics - Semiconductors","21.23","202212","3.11","1.6","2.55","1531.44396","915.49499","765.82299","1381.77197","856.932","1365.50402","629.57598","15.31","3699.70092","0","1088.52099","1662.41101","3301.23901","21.517","20.58799",".25925","1.9","1.61",".7857","7091.58","1.81"
"AMN Healthcare Services","AMN","2798.21","NYSE","12","Medical","Medical Services","75.63","202212","11.9","8.04","6.51","784.96099","647.10101","444.04998","671.60198","606.703","944.37597","0","19.33","1043.63403","0","843.505","857.93298","1093.64501","1412.19604","57.437","1.34947","1.2","1.27",".17398","5243.24",".41"
"Ameriprise Financial","AMP","31520.58","NYSE","12","Finance","Financial - Investment Management","316.34","202212","25.14","29.88","33.07","4005","4045","2559","2818","3182","15799","0","39.76","3613","0","5184","33218","22896","0","58.79199","1.42671",".59",".69",".21364","14286","1.46"
"Amphastar Pharmaceuticals","AMPH","2175.05","NSDQ","12","Medical","Medical - Generic Drugs","44.94","202212","1.97","2.72","3.47","143.121","117.886","91.386","128.421","116.04","88.97499","103.58399","12.21","528.65802","0","72.83899","94.86199","378.319","37.298","45.31499",".82866","1.53","2.9","1.95821","498.99",".87"
"Alpha Metallurgical Resources","AMR","3338.56","NYSE","12","Basic Materials","Mining - Miscellaneous","220.39","202212","79.49","43.23","33.6","1735.94995","1576.552","1448.54504","1607.94299","1554.75","407.20999","200.574","108.25","1429.755","0","7.89699","402.625","1114.42102","55.102",".49292",".00495","3.65","2.27","1.25833","4101.59","1.18"
"American Tower","AMT","75484.56","NYSE","12","Finance","REIT and Equity Trust - Other","175.06","202212","9.76","9.72","10.35","6259.7998","2857.19995","1765.80004","5168.3999","1720.69995","758.29998","0","25.76","12408.5","0","34156","6338","3445.69995","30940","74.773","2.96401",".73",".54",".42401","10711.1",".6"
"America Movil, S.A.B. de C.V. Unsponsored ADR","AMX","52677.2","NYSE","12","Computer and Technology","Wireless Non-US ","16.79","202212","1.29","1.56","1.54","17212","9041","3923","12293.87011","6916","10390","1236","7.87","22553","0","21045","25181","18595","13908","45.478",".83412",".67",".69",".27675","42010.57",".91"
"Amazon.com","AMZN","1252471.75","NSDQ","12","Retail-Wholesale","Internet - Commerce","119.57","202212",".71","2.24","3.1","38352","-3569","-2722","49232","-5936","42360","34405","16.43","146043","0","67150","155393","146791","20288","27.231",".3742",".95",".72",".45063","513983","1.24"
"AutoNation","AN","5632.37","NYSE","12","Retail-Wholesale","Automotive - Retail and Whole Sales","130.42","202212","24.57","22.81","20.5","2217.30004","2009.80004","1377.40002","1600.69995","1833.5","858.79998","2048.30004","47.49","2047.80004","0","3899.80004","3405.69995","3138","2157.10009","64.70099","1.83296",".83",".32",".06779","26985","1.16"
"Arista Networks","ANET","57609.86","NYSE","12","Computer and Technology","Communication - Components","169.82","202212","4.58","6.17","6.68","1657.26293","1581.79602","1352.44604","1523.72497","1581.79602","923.096","1289.70605","18.92","4885.81982","0","0","1293.531","5550.74804","388.12899","0","0","4.14","3.29","2.58049","4381.31","1.17"
"Abercrombie & Fitch","ANF","3100.99","NYSE","1","Retail-Wholesale","Retail - Apparel and Shoes","59.85","202301",".25","4.36","4.42","224.891","92.648","2.81599","145.28799","67.01599","104.50599","505.621","15.47","706.56896","0","296.85198","902.20001","1228.01794","0","27.634",".38185","1.4",".8",".68487","3697.75","1.43"
"ANSYS","ANSS","23497.81","NSDQ","12","Computer and Technology","Computer - Software","268.79","202212","7.99","8.65","9.74","735.32501","598.04101","523.71002","836.18902","575.315","1049.54797","0","56.62","4865.85107","0","753.57397","794.83599","1664.12194","4467.45019","13.298",".15337","2.2","2.09",".7732","2065.55","1.24"
"Aon","AON","64846.38","NYSE","12","Finance","Insurance - Brokerage","319.71","202212","13.39","14.25","16.12","3826","3562","2589","3119","3156","3035","0",".8","-429","0","9825","3059","4177","8739","98.40399","61.66049","1.66","1.37",".37332","12479",".9"
"A. O. Smith","AOS","9810.48","NYSE","12","Industrial Products","Manufacturing - Electronics","69.12","202212","3.14","3.61","3.88","310","233.1","235.69999","565.59997","223.69999","581.20001","516.40002","12.55","1747.69995","0","334.5","934.20001","1633.69995","967.59997","9.4032",".10379","1.81","1.2",".57385","3753.9","1.3"
"APA","APA","12604.03","NSDQ","12","Oils-Energy","Oil and Gas - Exploration and Production - United States","40.42","202212","7.68","4.66","6.54","6967","5734","3674","3793","5734","1466","0","5.5","1345","0","5451","2916","2708","0","76.67099","3.28655",".99",".93",".42592","12132","3.5"
"Artisan Partners Asset Management","APAM","2370.34","NYSE","12","Finance","Financial - Investment Management","32.84","202212","3.11","2.31","3.47","329.984","321.747","206.755","257.837","311.83499","103.611","0","3.84","279.35699","0","199.05","479.32299","262.582","0","56.929",".6492",".58",".55",".33165","993.3","1.84"
"Air Products and Chemicals","APD","60975.4","NYSE","9","Basic Materials","Chemical - Diversified ","277.66","202309","10.41","12.84","14.19","4220.8999","2882.69995","2256.10009","3653.80004","2754.69995","2310.19995","514.20001","69.19","13702.40039","0","7085.7998","3465.80004","6282.8999","1170.5","35.91799",".56049","1.36","","","12698.6",".87"
"APi Group","APG","5925.3","NYSE","12","Business Services","Business - Services","25.44","202212","1.33","1.5","1.79","522","218","73","662","93","1313","163","9.53","2127","0","2583","1921","2652","4166","53.546","1.15264","1.53","1.3",".61218","6558","1.6"
"Amphenol","APH","47513.53","NYSE","12","Computer and Technology","Electronics - Connectors","80.2","202212","3","2.92","3.19","2988.69995","2595.80004","1902.30004","2257.60009","2467.3999","2631.30004","2093.60009","13.27","7073.5","0","4575","2676.10009","6479.10009","7180.20019","33.333",".49723","2.33","1.64",".6555","12623","1.24"
"Apple Hospitality REIT","APLE","3507.49","NYSE","12","Finance","REIT and Equity Trust - Other","15.44","202212","1.53","1.6","1.65","388.17498","206.47799","144.80499","326.50201","146.74499","43.331","0","13.83","3178.39501","0","1478.255","116.064","47.408","0","30.63899",".44173",".84",".41",".03512","1238.42","1.14"
"Apellis Pharmaceuticals","APLS","5591.34","NSDQ","12","Medical","Medical - Biomedical and Genetics","48.45","202212","-6.15","-4.35","-2.32","-616.93104","-618.87702","-652.172","-650.22602","-651.503","7.727","85.71399","2.93","169.87199","0","92.736","167.61","719.52301","0","21.19199",".26891","5.11","3.78","3.73534","75.42","1.1"
"Apollo Global Management","APO","46138.27","NYSE","12","Finance","Financial - Investment Management","81.02","202212","5.21","6.53","7.86","2419.99609","2334.74902","933.867","3220.04711","2204.23999","726.25299","0","5.84","2912.77392","554.21301","2814.11694","3445.29101","2975.11694","263.74398","44.504",".85024",".74",".86",".65273","10968","1.64"
"AppLovin","APP","12572.81","NSDQ","12","Business Services","Technology Services","36.37","202212",".18",".78","1.34","526.44799","-33.314","-192.74601","627.11401","-205.17701","702.81402","0","4.35","1902.677","0","3205.38208","578.958","1939.083","3501.41503","67.68599","2.09463","2.87","3.35","2.13533","2817.06","1.82"
"AppFolio","APPF","6282.34","NSDQ","12","Computer and Technology","Internet - Software","176.77","202212","-.02","1.09","2.32","-32.71","-66.71701","-68.11901","33.408","-66.71701","16.503","0","6.34","265.54598","0","0","61.34299","201.468","60.893","0","0","2.8","3.28","3.01525","471.88",".96"
"Appian","APPN","2945.88","NSDQ","12","Computer and Technology","Internet - Software","40.06","202212","-1.23","-1.12","-.65","-141.215","-148.555","-150.92","-81.86101","-150.228","165.964","0","1.1","145.69999","0","115.37899","270.25201","422.497","31.6","63.92399","1.77192","1.34","1.56",".94923","467.99","1.64"
"Aptiv","APTV","25276.01","NYSE","12","Business Services","Technology Services","89.39","202212","3.41","4.73","6.14","1980","1209","594","1738","990","3433","2340","33.33","8998","0","6460","4865","7784","7691","41.08599",".6871","1.76","1.12",".41336","17489","2.02"
"Algonquin Power & Utilities","AQN","3458.77","NYSE","12","Utilities","Utility - Electric Power","5.06","202212",".69",".54",".56","364.42599","-91.09401","-211.989","930.41998","-369.668","528.057","224.921","9.66","6652.14013","184.29899","7088.74316","1534.45996","1094.48095","1417.26196","53.575","1.13804",".71",".57",".22255","2765.2",".56"
"Antero Resources","AR","8446.79","NYSE","12","Oils-Energy","Oil and Gas - Exploration and Production - United States","29.47","202212","5.42",".65","2.88","3251.99609","2600.03588","1898.77099","2434.79809","2474.66406","35.48799","0","23.53","7017.1538","0","1183.47595","1774.90905","787.52502","0","17.43199",".21112",".26",".44",".4237","7138.44","3.47"
"ArcBest","ARCB","2155.04","NSDQ","12","Transportation","Transportation - Truck","87.99","202212","13.66","6.2","9.63","540.89501","400.85598","298.20901","488.415","393.15499","592.38201","0","50.57","1151.401","0","198.371","768.46997","989.78302","419.178","12.18599",".13877","1.35","1.29",".51713","5324.05","1.57"
"Ares Capital","ARCC","10762.35","NSDQ","12","Finance","Financial - SBIC & Commercial Industry","18.89","202212","2.02","2.34","2.32","1628","1602","600","1072.35998","1147","180","0","18.99","9555","0","12289","523","517","0","51.645","1.06805","1.62",".99",".64435","2096",".98"
"Arch Resources","ARCH","2748.42","NYSE","12","Oils-Energy","Coal","151.94","202212","63.88","22.23","26.76","1252.92895","1099.44897","1330.91394","1484.39404","1078.98803","255.3","223.01499","78.64","1365.57995","0","116.288","426.87899","823.85101","0","7.11609",".07661","2.43","1.41",".80944","3724.59",".59"
"Alexandria Real Estate Equities","ARE","15985.6","NYSE","12","Finance","REIT and Equity Trust - Other","94","202212","8.42","8.96","9.51","1168.07397","226.341","521.65997","1455.00097","132.138","7.61399","0","130.4","22673.63085","0","10159.75976","2471.25903","865.58898","0","33.18399",".49436",".22",".35",".34718","2588.96",".97"
"Ares Management","ARES","30838.79","NYSE","12","Finance","Financial - Investment Management","101.59","202212","3.35","3.67","5.02","1334.86401","993.52301","167.541","944.14898","510.80599","774.26098","0","13.11","3798.61791","0","2441.8999","14465.29003","14204.19042","2207.87597","45.90499",".59231",".97",".98",".92842","3055.44","1.31"
"Argenx","ARGX","27885.07","NSDQ","12","Medical","Medical - Biomedical and Genetics","470.43","202212","-13.05","-5.05","-3.15","-621.06598","-725.40803","-709.594","-605.25202","-729.31403","277.27499","228.35299","49.38","2813.69897","0","0","302.277","2774.19702","174.901","0","0","8.47","8.42","7.50493","445.27",".75"
"Alliance Resource Partners","ARLP","2909.9","NSDQ","12","Oils-Energy","Coal","22.9","202212","4.39","5.5","5.64","944.21697","670.458","577.19","850.94897","633.12597","247.21099","77.32599","14.06","1641.47802","0","397.203","255.57099","654.79101","0","17.516",".21235","2.68","2.26","1.29222","2406.51","1.28"
"ARM Holdings PLC Sponsored ADR","ARM","50728.15","NSDQ","3","Business Services","Technology Services","50.17","202303","","1.04","1.36","0","0","0","0","0","999","0","","4051","0","0","1363","3537","1758","0","0","3.42","2.6","1.86206","2703",""
"Aramark","ARMK","6868.23","NYSE","9","Consumer Staples","Food - Miscellaneous","26.71","202309","1.16","1.76","1.98","1160.69201","628.36499","194.48399","843.09802","255.638","2147.95703","552.38598","13.6","3029.63989","0","7345.85986","3285.88598","3291.98999","7628.85009","67.99299","2.12198","1.3","","","16326.62","1.63"
"Archrock","AROC","2000.06","NYSE","12","Oils-Energy","Oil and Gas - Field Services","12.71","202212",".28",".64",".79","354.01501","161.848","44.296","236.46299","60.589","137.544","84.622","5.47","860.69299","0","1548.33398","148.57099","231.96","37.07699","65.707","1.91604","1.57",".99",".06592","845.57","1.72"
"Array Technologies","ARRY","2663.36","NSDQ","12","Oils-Energy","Solar","17.83","202212",".38","1.02","1.45","136.477","28.561","4.432","213.22599","-4.95201","424.71499","233.15899","1.91","124.28099","0","720.35198","465.26199","831.20898","802.54797","78.137","2.44381","2.09","1.29",".37255","1637.55","1.81"
"Arrow Electronics","ARW","6115.1","NYSE","12","Computer and Technology","Electronics - Parts Distribution","112.3","202212","22.38","16.07","14.77","2300.1101","2069.79809","1426.88403","1695.47399","1884.15002","12322.71972","5319.36914","101.58","5611.35302","0","3182.96411","12389.5996","18340.33984","2186.76293","39.37699",".64954","1.61","1.05",".05635","37124.42","1.42"
"Arrowhead Pharmaceuticals","ARWR","2570.49","NSDQ","9","Medical","Medical - Drugs","24.4","202309","-1.67","-2.65","-2.47","-159.37801","-172.709","-176.06301","-159.37801","-172.709","1.40999","0","3.57","418.33898","0","0","138.85","405.29901","11.96199","0","0","6.69","","","243.23","1"
"Sendas Distribuidora","ASAI","2970.52","NYSE","12","Consumer Discretionary","Consumer Products - Discretionary","11.7","202212",".87",".67","1.07","450.35299","258.58999","236.31399","428.05398","258.58999","324.83499","1252.65795","3.09","754.65502","0","3729.88793","3179.77905","2746.47192","971.98699","82.80999","4.81723",".83",".47",".36762","10559.49",".99"
"Asana","ASAN","3973.97","NYSE","1","Computer and Technology","Internet - Software","18.21","202301","-1.04","-.39","-.25","-373.085","-400.89301","-407.76801","-179.41401","-402.89301","82.36299","0","1.52","356.574","0","46.69599","332.316","660.39099","0","11.97399",".13603","1.89","1.99","1.73939","547.21","1.3"
"Associated BancCorp","ASB","2331.73","NYSE","12","Finance","Banks - Midwest","16.23","202212","2.34","2.24","2","652.815","549.25201","366.122","469.68499","459.63","28631.30078","20.38299","26.06","3821.37792","194.11199","4567.93212","30783.52929","29273.14062","1231.625","50.804","1.08363",".93",".95",".02018","1427.62","1.02"
"ASGN","ASGN","3825.05","NYSE","12","Computer and Technology","Computers - IT Services","82.01","202212","6.56","5.98","6.48","500.89999","409.5","268.1","428.1","363.6","853.59997","0","39.08","1901.30004","0","1066.59997","441.89999","981.09997","2461.60009","34.963",".53757","2.33","2.22",".28852","4581.1","1.61"
"Ashland Inc.","ASH","3832.83","NYSE","9","Basic Materials","Chemical - Specialty","75.83","202309","5.7","5.51","6.63","603","355","927","570","206","402","629","61.46","3220","0","1270","553","1768","2275","29.663",".42172","3.53","","","2391",".98"
"ASML Holding","ASML","230179.8","NSDQ","12","Computer and Technology","Semiconductor Equipment - Wafer Fabrication","588.2","202212","14.89","20.71","20.54","7464.01904","6849.13818","5925.65722","6541.56787","6802.14697","7038.57519","7585.604","33.09","9283.05859","0","3702.56103","18947.51953","24301.17968","5687.333","27.37899",".37701","1.33",".88",".51072","16260.19","1.46"
"Ascendis Pharma","ASND","4975.76","NSDQ","12","Medical","Medical - Biomedical and Genetics","89","202212","-10.96","-9.87","-8.26","-536.67402","-555.59498","-614.45301","-595.64002","-608.78803","27","137.677","1.23","277.46301","0","508.84201","180.451","972.96899","5.08699","88.08499","7.39302","3.52","4.63","4.47928","53.93",".51"
"Academy Sports and Outdoors","ASO","3325.74","NSDQ","1","Consumer Discretionary","Leisure and Recreation Products","44.41","202301","7.7","7.22","8.01","974.57702","864.76098","628.00097","755.57299","818.32","16.503","1283.51696","23.32","1628.30603","0","584.45599","1038.71594","1686.67504","1439.63598","25.142",".33585","1.68",".39",".37224","6395.07","1.26"
"Grupo Aeroportuario del Sureste","ASR","6297","NYSE","12","Transportation","Transportation - Services","210.31","202212","16.56","21.39","20.98","844.87402","742.53002","496.33099","599.135","700.01098","155.76899","3.216","88.12","2436.07592","0","662.73797","276.52899","898.58502","2617.10693","19.43199",".24119","2.42","3.24","2.67458","1259.26","1.07"
"ASE Technology","ASX","16289.82","NYSE","12","Computer and Technology","Electronics - Semiconductors","7.4","202212",".94",".51",".77","4595.68212","2791.19506","2001.35205","3888.6621","2660.71093","4260.25195","2842.09204","4.44","10194.48046","0","4484.18408","7462.59277","9774.39843","2391.51","29.37199",".41586","1.2",".93",".35805","22519.19","1.22"
