Company Name,Ticker,Market Cap (mil),EBITDA ($mil),EBIT ($mil),Beta,Receivables ($mil),Inventory ($mil),Intangibles ($mil),Current Liabilities ($mil),Current Assets  ($mil),Long Term Debt ($mil),Preferred Equity ($mil),Common Equity ($mil),Book Value,Debt/Total Capital,Debt/Equity Ratio,Current Ratio,Quick Ratio,Cash Ratio,Net Income  ($mil),Cash Flow ($mil),Annual Sales ($mil)
"America Movil, S.A.B. de C.V. Unsponsored ADR","AMX","69204","17212","9041",".89","10390","1236","13908","25181","18595","21045","0","22553","6.94","44.852",".8133",".67",".69",".27675","3923","12293.87011","42010.57"
"Amazon.com","AMZN","1285622.5","38352","-3569","1.26","42360","34405","20288","155393","146791","67150","0","146043","15.06","30.27099",".43412",".92",".72",".45063","-2722","49232","513983"
"AutoNation","AN","6232.84","2217.30004","2009.80004","1.09","858.79998","2048.30004","2157.10009","3405.69995","3138","3899.80004","0","2047.80004","44.3","65.62","1.90867",".83",".32",".06779","1377.40002","1600.69995","26985"
"Arista Networks","ANET","50136.03","1657.26293","1581.79602","1.27","923.096","1289.70605","388.12899","1293.531","5550.74804","0","0","4885.81982","17.29","0","0","3.96","3.29","2.58049","1352.44604","1523.72497","4381.31"
"Acerinox","ANIOY","2766.06","1171.40197","959.505","1.52","1005.52099","2101.90698","115.51999","2327.8269","4633.95996","1618.77001","0","2620.40307","","","","","","","676.59399","888.53601","7934.1"
"Anta Sports Products","ANPDF","27108.98","2248.42993","1742.19995",".65","510.88","1184.81994","237.30499","2471.16503","6184.81005","1770.875","0","4907.76513","","","","","","","1127.98803","1127.98803","7973.34"
"ANSYS","ANSS","28265.93","735.32501","598.04101","1.25","1049.54797","0","4467.45019","794.83599","1664.12194","753.57397","0","4865.85107","55.18","13.614",".15759","2.13","2.09",".7732","523.71002","836.18902","2065.55"
"Aon","AON","63800.17","3826","3562",".9","3035","0","8739","3059","4177","9825","0","-429",".28","99.455","182.36207","2.04","1.37",".37332","2589","3119","12479"
"A. O. Smith","AOS","10297.72","310","233.1","1.28","581.20001","516.40002","967.59997","934.20001","1633.69995","334.5","0","1747.69995","11.9","15.59599",".18478","1.84","1.2",".57385","235.69999","565.59997","3753.9"
"APA","APA","10205.37","6967","5734","3.54","1466","0","0","2916","2708","5451","0","1345","4.61","80.177","4.04466","1.11",".93",".42592","3674","3793","12132"
"Artisan Partners Asset Management","APAM","2722.45","329.984","321.747","1.82","103.611","0","0","479.32299","262.582","199.05","0","279.35699","3.54","56.173",".70793",".57",".55",".33165","206.755","257.837","993.3"
"Air Products and Chemicals","APD","62145.5","4220.8999","2882.69995",".85","2310.19995","514.20001","1170.5","3465.80004","6282.8999","7085.7998","0","13702.40039","66.14","37.887",".60996","2.05","1.66",".99789","2256.10009","3653.80004","12698.6"
"Aperam","APEMY","2682.9","1132.61999","936.65002","1.81","492.031","2730.9309","475.17401","1958.64196","3866.71191","702.75097","0","3573.81103","45.87","16.433",".19663","1.97",".58",".32867","658.5","844.04602","8594.65"
"APi Group","APG","5534.56","522","218","1.54","1313","163","4166","1921","2652","2583","0","2127","9.2","54.45","1.19538","1.53","1.3",".61218","73","662","6558"
"Amphenol","APH","45660.97","2988.69995","2595.80004","1.23","2631.30004","2093.60009","7180.20019","2676.10009","6479.10009","4575","0","7073.5","12.37","38.34999",".61922","2.64","1.64",".6555","1902.30004","2257.60009","12623"
"Apple Hospitality REIT","APLE","3483.29","388.17498","206.47799","1.16","43.331","0","0","116.064","47.408","1478.255","0","3178.39501","13.77","32.66799",".48516",".98",".41",".03512","144.80499","326.50201","1238.42"
"Apellis Pharmaceuticals","APLS","10456.67","-616.93104","-618.87702","1.25","7.727","85.71399","0","167.61","719.52301","92.736","0","169.87199","3.55","18.37999",".22519","6.88","3.78","3.73534","-652.172","-650.22602","75.42"
"Aspen Pharmacare","APNHY","4020.73","690.17602","577.46099","1.25","830.06701","1037.20495","3859.69702","1539.39099","2274.11401","696.29602","0","4667.98291","","","","",".8",".26428","426.91","597.91497","2540.57"
"Apollo Global Management","APO","40001.96","2419.99609","2334.74902","1.67","726.25299","0","263.74398","3445.29101","2975.11694","2814.11694","554.21301","2912.77392","5.29","52.026",".93764",".87",".86",".65273","933.867","3220.04711","10968"
"AppLovin","APP","9330.63","526.44799","-33.314","1.95","702.81402","0","3501.41503","578.958","1939.083","3205.38208","0","1902.677","5.11","62.65","1.67737","3.31","3.35","2.13533","-192.74601","627.11401","2817.06"
"AppFolio","APPF","5502.08","-32.71","-66.71701",".96","16.503","0","60.893","61.34299","201.468","0","0","265.54598","6.78","0","0","2.65","3.28","3.01525","-68.11901","33.408","471.88"
"Appian","APPN","3220.52","-141.215","-148.555","1.61","165.964","0","31.6","270.25201","422.497","115.37899","0","145.69999","1.6","55.25299","1.23478","1.46","1.56",".94923","-150.92","-81.86101","467.99"
"Aptiv","APTV","24959.63","1980","1209","2.01","3433","2340","7691","4865","7784","6460","0","8998","33.92","41.728",".7055","1.71","1.12",".41336","594","1738","17489"
"Algonquin Power & Utilities","AQN","5949.92","364.42599","-91.09401",".51","528.057","224.921","1417.26196","1534.45996","1094.48095","7088.74316","184.29899","6652.14013","9.98","52.02799","1.06721",".75",".57",".22255","-211.989","930.41998","2765.2"
"Antero Resources","AR","6221.8","3251.99609","2600.03588","3.47","35.48799","0","0","1774.90905","787.52502","1183.47595","0","7017.1538","23.89","15.468",".18298",".29",".44",".4237","1898.77099","2434.79809","7138.44"
"Arcadis","ARCAY","4042.76","362.70098","235.322",".92","1485.67199",".279","1637.16101","1627.281","1868.04199","950.27899","0","1095.057","12.11","46.46099",".86778","1.15","1.15",".2348","142.794","340.238","4245.62"
"ArcBest","ARCB","2015.66","540.89501","400.85598","1.53","592.38201","0","419.178","768.46997","989.78302","198.371","0","1151.401","50.34","13.361",".15421","1.33","1.29",".51713","298.20901","488.415","5324.05"
"Ares Capital","ARCC","10390.61","1628","1602","1.01","180","0","0","523","517","12289","0","9555","18.45","52.80599","1.11891","1.16",".99",".64435","600","1072.35998","2096"
"Arch Resources","ARCH","2054.34","1252.92895","1099.44897",".69","255.3","223.01499","0","426.87899","823.85101","116.288","0","1365.57995","78.4","7.04169",".07575","2.58","1.41",".80944","1330.91394","1484.39404","3724.59"
"Alexandria Real Estate Equities","ARE","19970.54","1168.07397","226.341",".93","7.61399","0","0","2471.25903","865.58898","10159.75976","0","22673.63085","130.87","33.84199",".50955",".53",".35",".34718","521.65997","1455.00097","2588.96"
"Ares Management","ARES","26956.88","1334.86401","993.52301","1.32","774.26098","0","2207.87597","14465.29003","14204.19042","2441.8999","0","3798.61791","13.52","42.206",".60605","1",".98",".92842","167.541","944.14898","3055.44"
"Argenx","ARGX","22422.69","-621.06598","-725.40803",".74","277.27499","228.35299","174.901","302.277","2774.19702","0","0","2813.69897","50.79","0","","9.18","8.42","7.50493","-709.594","-605.25202","445.27"
"Arkema","ARKAY","6719.4","2030.28698","1285.39196","1.4","1782.69104","1473.98596","5092.04882","2539.17602","5017.24316","2697.21606","0","7732.37109","103.04","25.861",".34882","1.98","1.4",".69336","1016.72399","1974.66003","12171.19"
"Alliance Resource Partners","ARLP","2222.16","944.21697","670.458","1.35","247.21099","77.32599","0","255.57099","654.79101","397.203","0","1641.47802","13.42","19.68199",".24504","2.33","2.26","1.29222","577.19","850.94897","2406.51"
"Aramark","ARMK","10450.41","1160.69201","628.36499","1.65","2147.95703","552.38598","7628.85009","3285.88598","3291.98999","7345.85986","0","3029.63989","12.22","71.317","2.4838","1.21",".83",".18005","194.48399","843.09802","16326.62"
"Arconic","ARNC","2894.12","154","-88","1.9","974","1622","292","1971","3002","1597","0","1357","14.05","53.34","1.14316","1.52",".7",".20598","-182","386","8961"
"Array Technologies","ARRY","3495.27","136.477","28.561","2.03","424.71499","233.15899","802.54797","465.26199","831.20898","720.35198","0","124.28099","1.37","83.078","3.40436","1.84","1.29",".37255","4.432","213.22599","1637.55"
"Arrow Electronics","ARW","7161.6","2300.1101","2069.79809","1.4","12322.71972","5319.36914","2186.76293","12389.5996","18340.33984","3182.96411","0","5611.35302","99.14","39.907",".66409","1.62","1.05",".05635","1426.88403","1695.47399","37124.42"
"Arrowhead Pharmaceuticals","ARWR","3741.51","-159.37801","-172.709",".99","1.40999","0","11.96199","138.85","405.29901","0","0","418.33898","4.35","0","0","6.6","2.92","2.90881","-176.06301","-159.37801","243.23"
"Sendas Distribuidora","ASAI","3056.98","450.35299","258.58999",".77","324.83499","1252.65795","971.98699","3179.77905","2746.47192","3729.88793","0","754.65502","2.84","83.02999","4.89271",".81",".47",".36762","236.31399","428.05398","10559.49"
"Asana","ASAN","4737.97","-373.085","-400.89301","1.3","82.36299","0","0","332.316","660.39099","46.69599","0","356.574","1.62","11.69099",".13238","1.9","1.99","1.73939","-407.76801","-179.41401","547.21"
"Assa Abloy","ASAZY","25633.76","1842.36804","1842.36804",".99","2210.42602","1904.40502","9007.89257","3924.5581","4696.74609","2033.82897","0","8525.17675","3.83","19.26199",".23856","1.2",".71",".14827","1317.13793","1318.135","11979.65"
"Associated BancCorp","ASB","2344.84","652.815","549.25201",".99","28631.30078","20.38299","1231.625","30783.52929","29273.14062","4567.93212","194.11199","3821.37792","26.06","57.27299","1.40663",".97",".95",".02018","366.122","469.68499","1427.62"
"Associated British Foods","ASBFY","17777.21","2634.60595","1520.31005","1.33","2337.45996","4174.12695","2392.53393","5191.083","10033.79003","4375.21289","0","14798.36035","18.69","22.819",".29565","1.93","1.13",".67851","896.55999","2440.86791","21768.88"
"Aisin Seiki","ASEKY","7654.21","4355.74023","2054.031","1","5657.979","5062.90722","407.13101","9531.83789","15416.33007","6861.09912","0","17768.91992","53.04","26.63699",".36308","1.57","","","1263.27502","2301.70898","34865.16"
"Asahi Glass","ASGLY","7924.5","3490.17895","1972.69897",".76","3313.77392","3003.91894","1663.74401","5454.61279","8328.96582","4347.74316","0","13480.55957","11.29","21.135",".26798","1.62","","","1126.94396","2646.03393","15468.25"
"ASGN","ASGN","3345.5","500.89999","409.5","1.66","853.59997","0","2461.60009","441.89999","981.09997","1066.59997","0","1901.30004","39.02","34.993",".53828","2.4","2.22",".28852","268.1","428.1","4581.1"
"Ashland Inc.","ASH","4779.16","603","355",".99","402","629","2275","553","1768","1270","0","3220","60.2","28.90099",".40648","3.46","2.06","1.33273","927","570","2391"
"Ashtead Group","ASHTY","27871.02","1947.90002","1947.90002","1.79","1397.59997","168.5","2775.30004","1474.69995","1581.40002","5180.10009","0","5033.70019","52.24","53.361","1.14411","1.22","","","1251.09997","1367.5","7962.3"
"ASM International","ASMIY","20729.14","822.15502","709.07397","1.74","550.54101","250.62899","338.488","482.35","1442.97705","0","0","2652.21899","51.13","0","0","2.64","","","410.04098","660.72198","2540.59"
"ASML Holding","ASML","284972.47","7464.01904","6849.13818","1.47","7038.57519","7585.604","5687.333","18947.51953","24301.17968","3702.56103","0","9283.05859","23.53","28.513",".39885","1.28",".88",".51072","5925.65722","6541.56787","16260.19"
"Ascendis Pharma","ASND","5267.35","-536.67402","-555.59498",".52","27","137.677","5.08699","180.451","972.96899","508.84201","0","277.46301","3.14","74.165","2.87071","4.08","4.63","4.47928","-614.45301","-595.64002","53.93"
"Academy Sports and Outdoors","ASO","3739.55","974.57702","864.76098","1.16","16.503","1283.51696","1439.63598","1038.71594","1686.67504","584.45599","0","1628.30603","20.84","26.413",".35893","1.62",".39",".37224","628.00097","755.57299","6395.07"
"Grupo Aeroportuario del Sureste","ASR","8337.9","844.87402","742.53002","1.09","155.76899","3.216","2617.10693","276.52899","898.58502","662.73797","0","2436.07592","81.2","21.38699",".27205","3.25","3.24","2.67458","496.33099","599.135","1259.26"
"ASE Technology","ASX","17337.95","4595.68212","2791.19506","1.22","4260.25195","2842.09204","2391.51","7462.59277","9774.39843","4484.18408","0","10194.48046","4.37","30.239",".43347","1.16",".93",".35805","2001.35205","3888.6621","22519.19"
"Atour Lifestyle Holdings Limited Sponsored ADR","ATAT","2219.52","39.963","27.12299","","27.01499","8.331","3.332","195.38499","308.04699",".28999","0","172.158","1.5",".14847",".00148","1.58","1.53","1.39571","14.22299","50.43299","328.1"
"Auto Trader Group","ATDRY","6738.57","424.49099","414.65701","1.04","90.82599","0","485.67898","73.343","160.891","0","0","645.341",".16","12.38099",".14129","1.61","","","334.21099","344.18099","591.22"
"Advantest","ATEYY","24440.04","1171.36499","1038.15002","1.31","731.17999","845.61602","759.23199","1342.84997","2714.01","108.927","0","2622.12695","13.2","4.0576",".04229","2.04","","","776.979","910.19396","3710.42"
"Autohome","ATHM","3702.32","317.066","255.58999",".21","279.48999","0","611.88702","588.45202","3541.28198","0","0","3404.71411","27.02","6.5843","0","5.24","6.02","5.543","281.96899","375.845","1006.33"
"ATI Inc.","ATI","4819.26","392.29998","249.39999","1.19","579.20001","1195.69995","227.19999","963.90002","2476.3999","1706.30004","0","1157.19995","9.45","58.36299","1.40171","2.81","1.33",".72777","130.89999","430.6","3836"
"Atkore","ATKR","4868.93","1334.77795","1234.29602","2.17","528.90399","454.51098","672.03601","501.91101","1452.81994","760.53698","0","1249.78698","33.89","36.25999",".56887","2.99","1.99",".93523","913.43402","1054.58105","3913.95"
"Atlas Copco","ATLKY","71869.91","3622.00488","2994.40502","1.24","4048.13598","2697.40307","6646.33984","6090.48779","7949.00878","2355.60693","0","7930.57714","1.63","22.90099",".29702","1.31",".86",".19759","2326.57104","2955.93188","14015.91"
"Atmos Energy","ATO","16558.24","1499.51501","954.71899",".62","363.708","357.941","731.25701","3602.60009","3047.69311","5760.64697","0","9419.09082","70.63","39.104",".64213",".96",".75",".64565","774.39801","1319.19396","4201.66"
"AptarGroup","ATR","7394.18","609.23699","375.531",".64","676.98699","486.80599","1261.37597","917.17602","1430.29101","1052.59704","0","2068.2041","32.47","30.999",".44926","1.42","1.03",".29056","239.28799","486.30599","3322.25"
"AtriCure","ATRC","2222.18","-27.51701","-41.21201","1.35","42.693","45.93099","274.11999","58.39199","215.214","65.981","0","456.75399","9.63","11.795",".13372","3.82","2.9","2.16793","-46.466","-32.771","330.38"
"ATS Corporation","ATS","4486.33","","","","","","","","","","","","","","","","","","","",""
"Activision Blizzard","ATVI","63402.81","2171","1852",".41","1204","0","10371","3555","14469","3611","0","19243","25.59","15.22",".17951","5.15","4.07","3.73136","1513","3010","7528"
"AngloGold Ashanti","AU","10305.94","1122","489",".7","237","773","106","859","2145","1965","0","4134","9.88","32.21799",".47532","2.5","1.6","1.3213","297","1177","4501"
"Atlantic Union Bankshares","AUB","2004.61","348.656","299.927","1.04","14338.37011","3.936","951.97198","17250.50976","14662.25976","389.863",".17299","2372.56396","32.54","13.784",".15989",".88",".85",".01854","234.50999","279.608","778.96"
"AU Optronics","AUOTY","4688.83","","",".95","","","","","","","","","","","","","","","","",""
"Avista","AVA","3116.15","508.07501","252.95899",".51","255.746","107.674","52.42599","964.53399","721.802","2332.56005","0","2334.66796","33.32","51.976","1.08227","1.08",".64",".37155","155.17599","410.29199","1710.21"
"Grupo Aval Acciones y Valores","AVAL","2789.86","2254.56689","2036.46704","1.18","40499.28125","0","3506.21606","43419.14062","46274.1289","5672.44384","0","6164.33203","5.09","47.504",".90489","1.01","1.07",".133","496.57699","601.25799","6598.48"
"AeroVironment","AVAV","2404.63","42.471","-19.143",".59","164.80599","90.62899","431.57101","101.39099","368.90899","177.83999","0","608.21002","24.7","20.04",".25061","3.36","","","-4.18801","92.47899","445.73"
"AvalonBay Communities","AVB","25774.25","2011.14404","1151.08398",".92","0","0","0","360.28601","734.24499","8316.04492","0","11253.5498","78.66","41.944",".72224",".95","2.04","2.03795","1136.77502","1996.83496","2593.45"
"AvidXchange","AVDX","2161.42","-48.12301","-80.214",".41","49.68399","0","264.67001","1391.15698","1807.61804","137.886","0","657.44396","3.24","17.46299",".21157","1.36","1.3","1.26364","-101.284","-15.05301","316.35"
"Broadcom","AVGO","334497.88","19155","14171","1.08","2958","1925","50725","7052","18504","39075","0","22709","52.78","63.444","1.73553","2.38","2.35","1.9315","11495","21510","33203"
"Advanced Info Service","AVIFY","17873.74","2876.28588","1205.67895",".35","518.25299","65.86499","4554.79687","2875.47705","1113.21801","0","0","2561.10791","","","","","","","842.66302","2513.27001","5675.72"
"Avient","AVNT","3539.99","381.1","183.6","1.53","440.6","372.70001","3269.5","869.40002","1569.69995","2176.69995","0","2352.80004","26.01","47.9",".9194","1.87","1.38",".87002","703.09997","445.5","3396.9"
"Avnet","AVT","3986.84","1088.91601","933.70898","1.35","4301.00195","4244.14794","771.484","4251.6538","8876.62597","1437.40002","0","4192.75976","50.72","39.54999",".65425","2.63","1.09",".07796","692.37902","846.69598","24310.71"
"Avantor","AVTR","13664.18","1538.09997","1116.90002","1.33","1218.40002","913.5","9785.90039","1658.80004","2657.8999","5923.2998","0","4855.3999","7.4","53.455","1.14844","1.57","1.05",".31709","686.5","1376.69995","7512.4"
"Aviva","AVVIY","14026.15","2251.03808","1793.13","1.21","8371.60839","0","5075.49414","17338.64062","25539.73046","10098.73046","275.01998","26476.17968","","","","","","","2703.44702","2394.0249","45630.75"
